ArtistName,KeySignatureConfidence,TimeSignatureConfidence,Year,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4480,0.091,0.442,0.0,6.0,0.521,0.202,3.0,-16.193,1.0,0.155,0.926,0.0102,0.229,0.452,95.669,227160.0,4.0
1338,0.818,1.0,0.0,9.0,0.495,0.477,10.0,-5.531,1.0,0.0277,0.877,1.47e-05,0.102,0.232,67.627,190053.0,4.0
8477,0.641,0.962,0.0,44.0,0.612,0.139,5.0,-13.529,1.0,0.0885,0.956,0.00449,0.0925,0.489,163.557,157133.0,4.0
8293,0.538,0.0,0.0,3.0,0.61,0.146,6.0,-19.04,1.0,0.0527,0.719,0.894,0.0819,0.96,90.195,52427.0,4.0
11080,0.562,0.0,0.0,29.0,0.73,0.664,2.0,-7.908,1.0,0.053,0.0209,0.925,0.11,0.576,175.972,159732.0,4.0
13719,0.056,0.263,2007.0,0.0,0.828,0.851,7.0,-5.712,1.0,0.0443,0.286,0.000103,0.301,0.875,129.436,196362.0,4.0
11808,0.308,0.642,0.0,0.0,0.392,0.963,6.0,-4.103,1.0,0.309,0.00026,0.000125,0.386,0.17,131.345,329342.0,4.0
8278,0.481,0.927,1999.0,12.0,0.304,0.939,2.0,-7.417,0.0,0.0727,0.267,0.0,0.22,0.108,137.822,322120.0,4.0
11255,0.0,0.0,0.0,2.0,0.464,0.795,0.0,-7.861,1.0,0.0585,0.00176,0.0,0.184,0.513,141.945,203213.0,4.0
6139,0.315,0.0,0.0,21.0,0.701,0.715,9.0,-5.876,1.0,0.0305,0.72,0.0,0.297,0.97,104.061,139691.0,3.0
14269,0.643,1.0,0.0,0.0,0.744,0.391,2.0,-17.859,0.0,0.0712,0.0177,0.868,0.116,0.53,130.015,332000.0,4.0
13174,0.372,0.658,2000.0,40.0,0.244,0.561,4.0,-7.38,1.0,0.0321,0.0351,0.000741,0.0889,0.166,93.633,380960.0,4.0
4833,0.707,0.0,0.0,0.0,0.808,0.913,11.0,-7.738,0.0,0.0473,0.00478,0.886,0.0716,0.667,126.014,412513.0,4.0
6042,0.874,1.0,1989.0,9.0,0.593,0.925,4.0,-11.46,1.0,0.044,0.000179,0.0712,0.0537,0.778,120.474,182133.0,4.0
7755,0.432,0.463,0.0,25.0,0.186,0.88,2.0,-10.957,1.0,0.0755,0.0476,0.00027,0.397,0.395,157.957,341467.0,4.0
370,0.49,0.0,1999.0,9.0,0.703,0.523,9.0,-7.022,1.0,0.0305,0.202,0.0,0.188,0.533,88.253,216067.0,4.0
7272,0.646,1.0,0.0,30.0,0.578,0.751,7.0,-8.533,0.0,0.0423,0.223,0.0,0.595,0.755,111.411,226120.0,4.0
9735,0.574,0.955,2006.0,9.0,0.409,0.637,5.0,-6.679,1.0,0.0275,0.0714,0.00405,0.0988,0.217,100.254,489800.0,3.0
13678,0.491,0.0,1997.0,13.0,0.586,0.954,8.0,-5.079,1.0,0.129,0.713,0.555,0.317,0.47,95.832,56733.0,4.0
11583,0.56,0.553,2006.0,0.0,0.518,0.476,10.0,-8.739,1.0,0.0511,0.96,1.87e-05,0.105,0.78,97.21,66293.0,4.0
5528,0.24,0.045,0.0,17.0,0.72,0.455,7.0,-17.305,0.0,0.856,0.448,0.0,0.312,0.851,116.177,38640.0,4.0
932,0.318,0.167,2008.0,8.0,0.625,0.456,0.0,-9.505,0.0,0.0297,0.491,0.562,0.0835,0.374,111.159,289173.0,4.0
5621,0.032,0.474,1997.0,62.0,0.87,0.841,11.0,-5.084,0.0,0.0948,0.0193,7.71e-05,0.333,0.857,92.176,261173.0,4.0
8720,0.672,0.0,2008.0,22.0,0.698,0.422,4.0,-12.038,1.0,0.0325,0.192,4.35e-05,0.0907,0.441,121.127,180987.0,4.0
5068,0.517,0.241,2001.0,14.0,0.677,0.361,0.0,-13.634,0.0,0.0469,0.387,0.0144,0.0889,0.577,81.259,246760.0,4.0
7245,0.231,0.391,1997.0,8.0,0.617,0.568,4.0,-6.656,0.0,0.266,0.484,0.0,0.512,0.713,117.776,140800.0,4.0
8659,0.408,0.483,2005.0,8.0,0.134,0.865,8.0,-7.565,1.0,0.0729,1.68e-05,0.871,0.138,0.143,149.74,496533.0,4.0
94,0.044,0.173,2007.0,1.0,0.499,0.874,7.0,-4.765,0.0,0.0409,0.000629,0.0158,0.124,0.824,95.6,159440.0,4.0
9848,0.548,0.072,1999.0,6.0,0.464,0.697,0.0,-5.971,1.0,0.0291,0.165,0.0,0.361,0.486,169.991,175093.0,4.0
6140,0.0,1.0,0.0,0.0,0.592,0.356,0.0,-12.184,0.0,0.0356,0.841,0.000114,0.32,0.617,104.767,102893.0,4.0
1544,0.547,1.0,2001.0,36.0,0.769,0.582,0.0,-5.174,1.0,0.0803,0.511,0.0,0.275,0.841,102.937,300080.0,4.0
6653,0.752,0.742,2003.0,1.0,0.541,0.537,11.0,-7.462,0.0,0.216,0.559,0.0,0.099,0.416,127.642,246970.0,4.0
6544,0.844,0.686,2010.0,6.0,0.697,0.842,4.0,-6.561,0.0,0.0685,0.0122,0.785,0.137,0.966,126.98,300515.0,4.0
494,0.847,0.0,1971.0,34.0,0.566,0.0524,7.0,-27.153,1.0,0.0462,0.77,0.000297,0.061,0.21,129.172,138133.0,4.0
5150,0.694,0.432,0.0,0.0,0.673,0.273,1.0,-10.595,1.0,0.0282,0.707,0.0,0.164,0.285,98.695,207373.0,3.0
9128,0.48,0.9,2002.0,3.0,0.487,0.314,3.0,-15.833,0.0,0.0664,0.83,1.67e-05,0.689,0.305,136.314,445120.0,4.0
8120,0.061,1.0,1991.0,66.0,0.592,0.835,7.0,-8.475,1.0,0.032,0.0393,0.209,0.665,0.703,114.436,308427.0,4.0
3375,0.551,0.598,2007.0,13.0,0.715,0.583,1.0,-7.209,1.0,0.276,0.0904,0.0,0.267,0.941,80.684,273453.0,4.0
11158,0.089,0.0,0.0,0.0,0.194,0.306,8.0,-13.986,1.0,0.0449,0.0013,0.0,0.181,0.0416,129.42,103027.0,1.0
8244,0.428,0.472,2000.0,61.0,0.689,0.685,3.0,-5.153,1.0,0.0478,0.0921,0.0,0.119,0.398,160.067,294200.0,4.0
1100,0.505,0.296,1975.0,7.0,0.692,0.44,2.0,-11.09,1.0,0.0399,0.121,0.0,0.129,0.648,117.948,192480.0,4.0
2701,0.451,0.0,2000.0,34.0,0.752,0.688,11.0,-7.882,0.0,0.0269,0.0461,0.000152,0.25,0.549,117.976,293360.0,4.0
1203,0.877,1.0,0.0,21.0,0.355,0.464,10.0,-12.563,1.0,0.0517,0.693,0.00555,0.124,0.433,202.547,215187.0,3.0
8360,0.679,0.311,2000.0,8.0,0.723,0.487,0.0,-9.625,1.0,0.0356,0.0448,2.76e-05,0.172,0.824,141.815,200880.0,4.0
7409,0.015,1.0,0.0,22.0,0.783,0.595,0.0,-11.847,1.0,0.168,0.0783,0.854,0.1,0.735,122.973,382133.0,4.0
11333,0.345,1.0,1994.0,11.0,0.327,0.33,0.0,-18.516,0.0,0.0532,0.174,0.837,0.0818,0.294,90.001,495267.0,4.0
9870,0.634,0.803,0.0,3.0,0.603,0.822,5.0,-10.24,1.0,0.0436,0.696,0.0458,0.326,0.563,97.407,219240.0,4.0
2947,0.587,0.545,2003.0,24.0,0.72,0.368,9.0,-10.003,1.0,0.0286,0.515,0.0,0.148,0.674,125.086,184360.0,4.0
2651,0.208,0.0,1996.0,20.0,0.165,0.877,8.0,-7.244,1.0,0.071,2.96e-05,0.653,0.324,0.153,112.051,362502.0,4.0
9512,0.337,0.779,1995.0,29.0,0.214,0.351,4.0,-12.042,1.0,0.0302,0.734,0.00164,0.144,0.156,94.566,240720.0,4.0
3347,0.196,0.335,0.0,1.0,0.656,0.726,0.0,-5.448,0.0,0.0351,0.0242,0.0,0.178,0.683,92.988,181307.0,4.0
14031,0.865,0.928,2006.0,1.0,0.343,0.671,7.0,-9.322,1.0,0.0317,6.53e-05,0.036,0.318,0.204,116.64,343773.0,4.0
2006,0.283,0.6,0.0,0.0,0.681,0.836,5.0,-7.413,1.0,0.0313,0.00808,0.0,0.0907,0.764,131.04,209885.0,4.0
11876,0.0,1.0,0.0,0.0,0.545,0.733,11.0,-8.662,1.0,0.529,0.253,0.0,0.703,0.717,115.094,165697.0,5.0
9600,0.688,0.296,0.0,34.0,0.656,0.475,0.0,-7.408,1.0,0.0273,0.267,0.000195,0.205,0.439,126.048,266960.0,4.0
1058,1.0,0.0,1981.0,30.0,0.393,0.767,4.0,-12.347,1.0,0.0953,0.00227,0.904,0.214,0.873,185.169,251000.0,4.0
3565,0.931,0.063,1976.0,29.0,0.806,0.673,5.0,-8.364,1.0,0.0403,0.588,1.75e-06,0.064,0.967,90.832,145333.0,4.0
1346,1.0,0.0,1992.0,29.0,0.622,0.544,1.0,-11.117,1.0,0.0327,0.0122,0.0,0.125,0.892,140.406,221560.0,4.0
12003,0.576,0.956,1987.0,60.0,0.855,0.461,10.0,-13.096,0.0,0.0564,0.0965,0.0,0.201,0.833,104.96,210467.0,4.0
5508,0.677,1.0,2002.0,17.0,0.42,0.864,7.0,-6.736,1.0,0.0511,0.13,0.925,0.286,0.332,134.825,343640.0,4.0
1270,0.136,1.0,2009.0,8.0,0.514,0.776,0.0,-5.706,0.0,0.0367,0.00595,0.826,0.195,0.626,118.944,177027.0,4.0
3521,0.752,0.051,0.0,0.0,0.754,0.569,2.0,-10.193,1.0,0.242,0.255,1.89e-05,0.104,0.848,94.018,291493.0,4.0
3935,0.163,0.232,2008.0,12.0,0.446,0.959,7.0,-3.666,1.0,0.0935,0.000188,0.0,0.0758,0.146,89.988,206840.0,4.0
10926,0.387,0.801,0.0,6.0,0.485,0.935,4.0,-4.755,1.0,0.087,0.0351,0.0,0.138,0.687,111.115,200160.0,4.0
13829,0.07,1.0,0.0,7.0,0.706,0.322,0.0,-11.551,1.0,0.0439,0.949,2.78e-05,0.13,0.499,115.407,123293.0,4.0
10308,0.753,0.65,2005.0,7.0,0.897,0.647,0.0,-5.781,1.0,0.326,0.417,0.0,0.15,0.584,95.965,571787.0,4.0
10279,0.285,0.55,1961.0,11.0,0.565,0.26,7.0,-12.826,1.0,0.0404,0.815,0.00419,0.122,0.83,186.583,210467.0,4.0
3161,0.118,1.0,0.0,0.0,0.516,0.951,9.0,-5.191,0.0,0.246,0.211,0.0,0.144,0.521,85.009,285320.0,4.0
12243,0.316,0.083,0.0,37.0,0.522,0.403,1.0,-9.93,1.0,0.0309,0.548,3.36e-05,0.309,0.755,136.439,193427.0,4.0
1860,0.111,0.107,0.0,0.0,0.741,0.678,9.0,-9.787,1.0,0.0437,4.66e-05,0.918,0.0687,0.039,109.985,212560.0,4.0
7442,0.721,0.214,0.0,2.0,0.169,0.0085,5.0,-33.094,1.0,0.0429,0.936,0.0781,0.252,0.105,80.894,561267.0,4.0
8562,0.84,0.0,2004.0,16.0,0.138,0.991,11.0,-3.528,0.0,0.159,6.92e-05,0.0232,0.43,0.0751,168.079,185387.0,4.0
10274,0.434,0.85,1999.0,12.0,0.389,0.658,5.0,-4.487,0.0,0.0314,4.36e-06,2.58e-05,0.32,0.358,104.985,224747.0,4.0
10568,0.4,1.0,0.0,0.0,0.498,0.648,1.0,-5.936,1.0,0.0468,0.187,0.0,0.122,0.417,106.572,220915.0,4.0
7191,0.549,1.0,0.0,3.0,0.735,0.57,5.0,-5.484,1.0,0.0333,0.0597,0.59,0.137,0.344,117.028,230653.0,4.0
12521,0.689,0.248,0.0,0.0,0.472,0.253,7.0,-11.642,1.0,0.0316,0.8,0.351,0.109,0.761,125.59,246200.0,5.0
3842,0.62,0.0,0.0,4.0,0.498,0.257,2.0,-17.259,1.0,0.059,0.675,0.825,0.27,0.155,135.064,579080.0,4.0
942,0.525,0.983,1993.0,16.0,0.606,0.671,6.0,-7.63,1.0,0.0255,0.0964,0.0342,0.0673,0.333,125.892,403750.0,4.0
14189,0.489,0.344,0.0,33.0,0.36,0.0775,7.0,-25.674,1.0,0.0597,0.971,0.906,0.146,0.616,89.312,188147.0,1.0
13630,0.878,0.636,0.0,11.0,0.669,0.74,7.0,-4.28,1.0,0.0302,0.179,0.0,0.239,0.862,89.971,214813.0,4.0
12383,0.153,1.0,0.0,4.0,0.297,0.414,5.0,-14.474,1.0,0.134,0.658,0.0112,0.688,0.12,117.906,492000.0,4.0
3242,0.698,0.0,0.0,2.0,0.247,0.993,9.0,-4.047,1.0,0.2,0.0163,0.685,0.34,0.35,132.221,200640.0,4.0
14024,0.732,0.0,2004.0,29.0,0.39,0.179,5.0,-15.819,1.0,0.0341,0.839,0.658,0.106,0.209,60.681,274133.0,4.0
13059,0.17,1.0,1998.0,42.0,0.688,0.774,0.0,-4.689,0.0,0.0323,0.0127,7.38e-06,0.106,0.669,104.134,223027.0,4.0
6294,0.761,0.0,0.0,11.0,0.549,0.404,9.0,-12.753,1.0,0.0514,0.817,4.68e-06,0.361,0.727,119.029,149560.0,4.0
3002,1.0,1.0,2007.0,26.0,0.701,0.83,3.0,-6.789,0.0,0.127,0.011,0.674,0.0366,0.0933,134.955,266667.0,4.0
12961,0.666,0.101,0.0,1.0,0.538,0.817,11.0,-8.989,0.0,0.0573,0.00107,0.539,0.782,0.736,135.431,269387.0,4.0
3516,0.727,1.0,1999.0,43.0,0.575,0.528,4.0,-8.281,0.0,0.0398,0.679,0.00027,0.196,0.528,70.195,178520.0,4.0
13411,0.848,0.174,1975.0,52.0,0.658,0.571,8.0,-11.972,1.0,0.0432,0.106,0.0,0.0286,0.985,148.964,174960.0,4.0
3904,0.134,0.353,1965.0,2.0,0.382,0.571,2.0,-11.016,1.0,0.0385,0.712,0.00903,0.1,0.8,179.804,174293.0,3.0
3100,0.401,0.434,0.0,0.0,0.504,0.951,9.0,-4.424,1.0,0.0775,8.24e-06,0.759,0.0629,0.254,100.291,231760.0,4.0
7454,0.904,0.0,2001.0,37.0,0.643,0.84,11.0,-2.846,1.0,0.0277,0.00169,1.43e-05,0.104,0.526,97.794,203000.0,4.0
10672,0.64,0.603,2007.0,4.0,0.609,0.654,2.0,-6.783,1.0,0.0276,0.0441,0.262,0.106,0.678,107.796,217760.0,4.0
13317,0.307,0.62,2006.0,3.0,0.494,0.774,1.0,-5.505,0.0,0.0359,0.000755,0.0,0.937,0.662,167.949,212053.0,4.0
1979,0.59,0.108,2004.0,9.0,0.375,0.896,2.0,-6.101,0.0,0.052,0.000752,0.756,0.152,0.432,117.193,453587.0,4.0
8304,0.047,0.942,1999.0,0.0,0.472,0.688,6.0,-11.966,1.0,0.907,0.572,1.68e-06,0.0759,0.21,186.646,109293.0,4.0
6556,0.55,1.0,2009.0,5.0,0.732,0.885,8.0,-8.163,1.0,0.0518,0.0256,0.166,0.124,0.702,89.98,207920.0,4.0
12326,0.144,0.0,1996.0,0.0,0.751,0.66,1.0,-14.438,1.0,0.923,0.929,3.08e-05,0.647,0.545,71.36,46840.0,5.0
2622,0.498,0.83,0.0,0.0,0.626,0.681,0.0,-6.635,1.0,0.138,0.196,0.0,0.209,0.569,129.89,164173.0,4.0
5728,0.681,0.965,2008.0,10.0,0.463,0.83,11.0,-5.08,1.0,0.0595,0.137,2.68e-06,0.155,0.269,117.078,246480.0,4.0
11132,0.777,0.739,0.0,2.0,0.825,0.209,1.0,-19.209,1.0,0.0571,0.152,0.916,0.104,0.227,122.999,380800.0,4.0
1851,0.88,0.7,2004.0,0.0,0.736,0.571,0.0,-8.573,1.0,0.0392,0.603,0.0,0.404,0.639,108.043,170947.0,4.0
5586,0.277,0.0,1998.0,23.0,0.599,0.715,10.0,-10.26,0.0,0.0323,0.0136,0.0307,0.0969,0.253,97.132,345560.0,4.0
12739,0.189,0.931,1991.0,19.0,0.614,0.341,2.0,-16.191,1.0,0.0457,0.561,0.119,0.0717,0.298,127.767,246733.0,4.0
2480,0.774,1.0,2009.0,8.0,0.706,0.693,10.0,-11.192,0.0,0.0438,0.0176,0.864,0.141,0.237,122.005,352138.0,4.0
5045,0.553,1.0,0.0,17.0,0.383,0.451,5.0,-7.181,1.0,0.029,0.364,0.0,0.138,0.358,139.57,272560.0,5.0
10835,0.255,0.0,0.0,5.0,0.214,0.699,9.0,-4.948,0.0,0.0415,0.849,0.00116,0.0969,0.0533,113.323,309600.0,4.0
7042,0.526,0.0,1998.0,2.0,0.741,0.694,11.0,-9.578,0.0,0.0534,0.508,0.84,0.114,0.596,144.372,273424.0,4.0
11165,0.668,0.881,2004.0,32.0,0.598,0.702,1.0,-5.613,1.0,0.0327,0.00344,0.0,0.101,0.345,115.989,240893.0,4.0
2338,0.623,0.0,0.0,15.0,0.428,0.194,7.0,-15.148,1.0,0.0366,0.942,0.286,0.216,0.488,168.586,204693.0,4.0
1418,0.628,0.558,1990.0,22.0,0.783,0.852,3.0,-4.419,0.0,0.0373,0.0114,2.29e-06,0.125,0.781,124.192,181347.0,4.0
3705,0.001,0.769,0.0,4.0,0.495,0.963,8.0,-5.305,1.0,0.0767,0.000336,0.0,0.151,0.431,162.114,237280.0,4.0
6940,0.0,1.0,0.0,0.0,0.764,0.552,2.0,-7.913,0.0,0.181,0.166,0.0,0.143,0.47,87.95,80333.0,4.0
10019,0.57,0.851,1993.0,34.0,0.81,0.801,4.0,-11.736,0.0,0.178,0.00064,1.27e-06,0.0831,0.677,98.076,186267.0,4.0
2604,0.071,0.416,1980.0,8.0,0.674,0.438,9.0,-8.656,0.0,0.0999,0.759,0.000133,0.24,0.395,83.137,197093.0,3.0
1069,0.55,0.843,0.0,6.0,0.737,0.553,2.0,-10.171,1.0,0.199,0.00312,0.000173,0.593,0.864,149.55,172613.0,4.0
4332,0.389,1.0,2002.0,14.0,0.295,0.459,0.0,-7.754,0.0,0.0316,0.000226,0.784,0.0981,0.22,140.217,110155.0,4.0
5433,0.469,0.094,1976.0,10.0,0.351,0.785,2.0,-11.347,1.0,0.0434,0.00158,0.000948,0.19,0.796,123.615,251600.0,4.0
4334,0.893,1.0,0.0,0.0,0.123,0.677,2.0,-7.194,1.0,0.0392,0.0309,0.936,0.71,0.379,185.832,386733.0,4.0
11131,0.479,0.151,0.0,0.0,0.802,0.827,5.0,-6.041,0.0,0.122,0.0111,6.97e-05,0.138,0.708,129.99,315413.0,4.0
6976,0.0,0.495,0.0,10.0,0.491,0.943,7.0,-3.758,1.0,0.0524,0.000924,0.0,0.15,0.485,102.018,116773.0,4.0
13175,0.908,0.706,1990.0,0.0,0.306,0.423,0.0,-17.185,1.0,0.0432,0.74,0.621,0.0735,0.216,117.437,735173.0,4.0
13618,0.0,0.748,1998.0,9.0,0.401,0.94,6.0,-6.953,1.0,0.0571,1.02e-05,0.0146,0.0849,0.467,175.182,266467.0,4.0
4869,0.351,0.034,1987.0,37.0,0.595,0.794,5.0,-8.059,0.0,0.0392,0.841,0.00127,0.176,0.407,165.083,193227.0,4.0
5468,0.891,0.0,1991.0,42.0,0.62,0.982,1.0,-3.234,0.0,0.494,0.0105,0.00647,0.119,0.214,132.055,149625.0,4.0
3348,0.104,0.0,1999.0,33.0,0.395,0.882,9.0,-5.682,0.0,0.191,0.00471,0.0,0.675,0.638,135.849,169560.0,4.0
5982,0.033,0.752,0.0,0.0,0.618,0.725,9.0,-8.668,1.0,0.926,0.783,0.0,0.961,0.182,117.211,126893.0,5.0
10752,0.712,0.488,2001.0,9.0,0.593,0.966,8.0,-4.153,1.0,0.0469,0.0139,2.97e-05,0.295,0.526,120.002,435000.0,4.0
3851,0.562,0.0,1997.0,2.0,0.286,0.809,9.0,-5.756,1.0,0.0404,0.00787,1.07e-05,0.287,0.45,96.471,199853.0,4.0
3667,0.739,0.0,0.0,3.0,0.504,0.171,10.0,-15.527,1.0,0.037,0.985,0.00118,0.162,0.507,102.91,159813.0,3.0
5159,0.705,0.592,2003.0,0.0,0.484,0.463,9.0,-10.184,0.0,0.0294,0.0559,0.903,0.104,0.0378,118.02,298388.0,4.0
9220,0.537,0.98,2006.0,1.0,0.373,0.693,11.0,-6.289,1.0,0.032,0.00152,0.0828,0.128,0.429,107.811,326573.0,4.0
4654,0.255,0.987,0.0,3.0,0.323,0.787,11.0,-12.019,0.0,0.0626,2.23e-05,0.783,0.0626,0.135,119.821,136733.0,4.0
12213,0.0,0.559,0.0,5.0,0.463,0.487,1.0,-13.287,1.0,0.104,0.906,0.0,0.9,0.7,82.889,186533.0,3.0
10118,0.655,0.703,0.0,0.0,0.844,0.403,8.0,-6.6,0.0,0.295,0.171,0.0,0.0531,0.731,82.009,277560.0,4.0
8279,0.754,1.0,1999.0,5.0,0.709,0.435,2.0,-13.35,1.0,0.074,0.0787,0.583,0.0955,0.132,138.896,462307.0,4.0
5254,0.518,0.697,2006.0,0.0,0.88,0.876,4.0,-13.751,1.0,0.389,0.418,0.0,0.249,0.288,94.953,93227.0,4.0
8831,0.473,1.0,0.0,20.0,0.695,0.706,10.0,-7.482,1.0,0.0332,0.413,0.0,0.13,0.802,118.607,203587.0,4.0
9225,0.558,0.686,2004.0,1.0,0.643,0.702,2.0,-7.122,1.0,0.0623,0.0597,0.902,0.178,0.588,124.987,198800.0,1.0
9711,0.0,0.567,0.0,1.0,0.832,0.797,9.0,-9.692,1.0,0.0468,0.355,0.829,0.0543,0.969,117.982,180493.0,4.0
14047,0.035,0.466,1993.0,33.0,0.598,0.532,1.0,-19.601,0.0,0.0391,0.0172,0.933,0.0588,0.0787,101.598,424760.0,4.0
11409,0.13,0.96,2007.0,23.0,0.725,0.674,0.0,-5.424,0.0,0.363,0.292,0.0,0.225,0.826,145.301,59120.0,4.0
2693,0.0,0.572,1990.0,13.0,0.63,0.223,0.0,-17.348,1.0,0.0312,0.358,0.00299,0.189,0.167,77.432,200307.0,4.0
10904,0.146,0.0,0.0,16.0,0.458,0.714,7.0,-17.515,1.0,0.0401,0.000112,0.904,0.51,0.221,140.006,534884.0,4.0
416,0.152,0.0,1973.0,62.0,0.498,0.515,11.0,-11.985,0.0,0.0395,0.0936,0.0,0.1,0.616,127.761,187893.0,4.0
9511,1.0,0.0,0.0,6.0,0.429,0.264,2.0,-19.028,1.0,0.0422,0.956,0.928,0.112,0.408,135.483,177373.0,4.0
1642,0.562,0.0,2009.0,1.0,0.636,0.667,9.0,-7.594,1.0,0.0271,0.63,0.00119,0.43,0.715,80.18,95947.0,4.0
3885,0.0,0.906,1957.0,35.0,0.152,0.208,0.0,-13.983,0.0,0.0354,0.916,0.000113,0.0998,0.148,80.211,193173.0,3.0
3672,0.842,0.961,0.0,68.0,0.435,0.423,11.0,-8.795,1.0,0.024,0.0916,0.000659,0.132,0.451,91.137,287091.0,3.0
5258,0.208,0.044,0.0,4.0,0.633,0.556,8.0,-9.569,1.0,0.0393,0.275,0.0,0.34,0.507,109.997,216707.0,4.0
6652,0.232,0.069,0.0,0.0,0.816,0.874,7.0,-7.072,1.0,0.0627,0.000608,0.21,0.0406,0.62,125.053,382307.0,4.0
6535,0.023,0.0,1997.0,20.0,0.569,0.886,7.0,-8.93,1.0,0.051,0.0647,0.896,0.921,0.0526,140.088,423600.0,4.0
3486,0.916,1.0,1995.0,1.0,0.64,0.594,5.0,-9.677,1.0,0.064,0.675,3.36e-06,0.347,0.94,139.917,135253.0,4.0
13236,0.016,0.565,0.0,1.0,0.406,0.498,7.0,-5.786,1.0,0.0265,0.267,0.0,0.182,0.286,78.52,156083.0,3.0
1346,0.699,0.459,1997.0,23.0,0.704,0.507,5.0,-9.419,1.0,0.0234,0.12,4.84e-06,0.128,0.568,107.969,265822.0,4.0
102,0.0,0.953,0.0,41.0,0.575,0.364,2.0,-11.192,0.0,0.036,0.824,0.000343,0.0935,0.0611,129.862,163253.0,4.0
12047,0.454,0.0,0.0,22.0,0.326,0.958,6.0,-4.155,0.0,0.0803,0.0557,2.08e-06,0.32,0.386,92.361,206240.0,4.0
4342,0.725,0.674,2007.0,34.0,0.246,0.201,9.0,-11.802,1.0,0.038,0.948,4.13e-05,0.105,0.122,80.814,272200.0,4.0
11748,0.636,0.706,0.0,2.0,0.79,0.774,9.0,-7.659,0.0,0.0354,0.015,0.00401,0.106,0.851,125.014,251520.0,4.0
2910,0.704,0.661,0.0,8.0,0.703,0.188,2.0,-19.144,1.0,0.0335,0.812,0.238,0.101,0.239,118.044,207680.0,4.0
4955,0.443,0.576,1998.0,22.0,0.839,0.638,10.0,-6.73,0.0,0.359,0.0183,0.0,0.115,0.392,98.92,237533.0,4.0
4208,0.027,1.0,1985.0,9.0,0.805,0.923,0.0,-4.958,0.0,0.072,0.00208,0.934,0.046,0.811,120.094,262245.0,4.0
9722,0.645,0.832,1980.0,0.0,0.489,0.298,5.0,-14.856,1.0,0.0429,0.527,0.0,0.0826,0.316,106.004,259213.0,3.0
3953,0.31,0.0,2009.0,18.0,0.566,0.373,1.0,-12.381,1.0,0.0317,0.797,0.00325,0.14,0.495,128.828,231107.0,4.0
14049,0.252,0.0,0.0,8.0,0.52,0.648,6.0,-17.041,0.0,0.943,0.869,2.97e-06,0.363,0.278,76.506,169400.0,1.0
13421,0.304,0.411,0.0,1.0,0.197,0.943,0.0,-5.704,0.0,0.0623,2.48e-05,0.489,0.0744,0.302,85.982,314040.0,4.0
